,activation,solver,learning_rate,learning_rate_init,alpha,hidden_layer_sizes,fit_time,test_balanced_accuracy,test_f1_weighted,test_precision_weighted,test_recall_weighted
0,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(7,)",0.7256967544555664,0.20604792806273328,0.44892795403164587,0.486752974245122,0.5013027997864183
1,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(11,)",0.7078885078430176,0.2053582994869633,0.44891230694003326,0.4868073494029871,0.49944701045639894
2,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(15,)",0.784769344329834,0.20609672898402592,0.4513576570312157,0.48659069329557936,0.5013037575513781
3,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(19,)",0.9554009914398194,0.2078610779139846,0.45604277416854677,0.4883556988101246,0.5061008430726057
4,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(23,)",1.0429040431976317,0.2071046253378618,0.4544624037023072,0.48923885552391705,0.5030085791796264
5,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(7, 11)",1.0590322017669678,0.2080011836663686,0.4472805903713305,0.48105242737084186,0.49975684742085874
6,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(7, 15)",1.2726923465728759,0.20487046356780453,0.44500926965458343,0.4769940777833047,0.4991371734919392
7,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(7, 19)",1.475410032272339,0.20843565451467533,0.45715293153218467,0.48743341249897754,0.5045541723833262
8,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(7, 23)",1.6212291240692138,0.20576913203179456,0.44786956969517916,0.48392646766528385,0.5026962280821474
9,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(11, 7)",1.2057867050170898,0.20489821972288863,0.4413011517120008,0.479445557015912,0.4965063128682906
10,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(11, 15)",1.3431089878082276,0.207253797267398,0.45144989485131254,0.486099764877439,0.5034714190963967
11,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(11, 19)",1.7805200576782227,0.2032016670263054,0.4423434736400755,0.47119819146934105,0.49743522515856997
